CustomerID,FirstName,LastName,Email,Gender,Age,City,State,PurchaseAmount,PurchaseDate,ProductCategory,Rating
249,Sarah,Brown,Sarah.Smith@gmail.com,Female,18,San Antonio,NC,174.18,2023-04-21,Electronics,5
250,John,Williams,David.Smith@gmail.com,Male,18,New York,CA,378.95,2023-11-17,Sports,3
251,Linda,Smith,Sarah.Johnson@gmail.com,Male,59,Phoenix,AZ,84.48,2023-08-07,Books,4
252,Sarah,Johnson,Michael.Johnson@gmail.com,Male,59,Dallas,NY,348.81,2023-02-26,Electronics,1
253,Anna,Lopez,Emily.Williams@gmail.com,Female,38,San Antonio,AZ,156.9,2023-10-10,Toys & Games,4
254,Linda,Miller,Michael.Williams@gmail.com,Male,32,San Antonio,PA,270.18,2023-04-23,Clothing,4
255,Sarah,Johnson,John.Williams@gmail.com,Male,34,Los Angeles,OH,178.74,2023-05-13,Sports,4
256,Michael,Jones,John.Johnson@gmail.com,Male,39,San Diego,FL,375.25,2023-03-12,Electronics,5
257,Robert,Lopez,Sarah.Johnson@gmail.com,Male,55,Chicago,MI,475.39,2023-03-24,Home & Kitchen,1
258,Michael,Lopez,David.Williams@gmail.com,Male,52,San Diego,AZ,462.68,2023-02-26,Home & Kitchen,4
259,Robert,Hernandez,Michael.Williams@gmail.com,Male,62,Chicago,IL,312.54,2023-12-15,Sports,3
260,Emily,Smith,David.Jones@gmail.com,Female,33,Austin,PA,258.17,2023-09-28,Home & Kitchen,5
261,Emily,Smith,Sarah.Williams@gmail.com,Female,25,San Antonio,FL,418.24,2023-04-21,Electronics,3
262,Emily,Lopez,John.Jones@gmail.com,Male,64,Los Angeles,AZ,357.5,2023-12-23,Electronics,3
263,Anna,Hernandez,David.Brown@gmail.com,Female,34,Houston,PA,132.6,2023-03-17,Home & Kitchen,4
264,Michael,Miller,David.Johnson@gmail.com,Female,34,Philadelphia,PA,419.41,2023-06-07,Home & Kitchen,3
265,Robert,Lopez,John.Williams@gmail.com,Male,43,Dallas,NY,243.0,2023-01-20,Toys & Games,1
266,Sarah,Martinez,Michael.Johnson@gmail.com,Female,30,Phoenix,CA,135.04,2023-05-11,Clothing,3
267,John,Brown,John.Johnson@gmail.com,Female,34,Dallas,PA,176.81,2023-11-25,Sports,4
268,Sarah,Brown,David.Johnson@gmail.com,Female,55,Phoenix,TX,170.39,2023-05-02,Electronics,3
269,John,Johnson,Michael.Brown@gmail.com,Female,34,Austin,CA,283.64,2023-02-10,Sports,5
270,David,Jones,Michael.Smith@gmail.com,Female,65,San Diego,FL,155.47,2023-06-16,Toys & Games,5
271,Sarah,Brown,John.Williams@gmail.com,Female,31,New York,FL,105.6,2023-05-10,Electronics,5
272,Linda,Garcia,David.Smith@gmail.com,Female,62,San Antonio,FL,105.66,2023-01-23,Toys & Games,2
273,Linda,Johnson,Sarah.Smith@gmail.com,Female,23,Houston,FL,312.47,2023-10-06,Toys & Games,5
274,James,Brown,David.Smith@gmail.com,Male,52,Phoenix,TX,380.64,2023-09-08,Books,5
275,Michael,Jones,Emily.Johnson@gmail.com,Male,63,Philadelphia,AZ,194.69,2023-01-09,Home & Kitchen,2
276,John,Smith,Sarah.Jones@gmail.com,Female,31,Phoenix,NC,65.59,2023-01-13,Books,5
277,John,Smith,Michael.Johnson@gmail.com,Female,64,New York,PA,107.25,2023-11-03,Sports,4
278,Michael,Miller,Sarah.Johnson@gmail.com,Male,25,Dallas,FL,461.61,2023-11-16,Sports,5
279,Anna,Lopez,Michael.Smith@gmail.com,Female,32,Los Angeles,CA,272.09,2023-02-21,Home & Kitchen,5
280,James,Martinez,Michael.Johnson@gmail.com,Female,44,Dallas,CA,254.11,2023-07-28,Books,2
281,Anna,Smith,Sarah.Smith@gmail.com,Male,30,Austin,PA,67.12,2023-02-07,Sports,4
282,Anna,Hernandez,Michael.Jones@gmail.com,Male,66,Los Angeles,AZ,377.89,2023-04-10,Books,3
283,Anna,Brown,Michael.Williams@gmail.com,Male,48,Dallas,MI,287.63,2023-07-12,Home & Kitchen,1
284,Michael,Hernandez,Emily.Smith@gmail.com,Female,52,Philadelphia,MI,140.94,2023-07-10,Electronics,4
285,Anna,Jones,David.Jones@gmail.com,Female,23,Dallas,NC,99.53,2023-02-20,Toys & Games,3
286,Linda,Smith,David.Williams@gmail.com,Male,22,Philadelphia,AZ,222.52,2023-05-21,Toys & Games,4
287,Emily,Martinez,Emily.Brown@gmail.com,Male,39,Philadelphia,PA,426.72,2023-06-17,Books,3
288,David,Jones,Sarah.Smith@gmail.com,Female,66,Los Angeles,MI,439.38,2023-11-07,Sports,3
289,John,Garcia,John.Smith@gmail.com,Male,40,San Diego,MI,321.28,2023-04-19,Books,4
290,John,Garcia,John.Brown@gmail.com,Female,42,Chicago,MI,377.39,2023-07-26,Books,2
291,David,Hernandez,John.Brown@gmail.com,Female,51,San Antonio,IL,101.82,2023-10-27,Clothing,4
292,Michael,Lopez,Emily.Smith@gmail.com,Male,43,Phoenix,TX,314.66,2023-04-20,Toys & Games,4
293,Sarah,Johnson,Emily.Brown@gmail.com,Male,64,Chicago,PA,350.13,2023-07-15,Home & Kitchen,3
294,Michael,Lopez,Michael.Johnson@gmail.com,Female,22,New York,OH,140.32,2023-06-01,Books,1
295,John,Miller,John.Williams@gmail.com,Male,43,San Diego,NY,446.07,2023-08-31,Clothing,3
296,John,Lopez,Sarah.Williams@gmail.com,Male,37,Chicago,NY,137.75,2023-05-08,Clothing,5
297,David,Miller,Sarah.Williams@gmail.com,Male,23,Los Angeles,AZ,191.06,2023-04-15,Toys & Games,4
298,Anna,Miller,John.Johnson@gmail.com,Male,23,New York,PA,329.25,2023-01-10,Toys & Games,4
299,Michael,Martinez,John.Brown@gmail.com,Female,67,Houston,PA,337.26,2023-12-22,Toys & Games,2
300,Robert,Smith,John.Jones@gmail.com,Female,35,San Diego,NY,364.72,2023-05-28,Home & Kitchen,3
301,David,Martinez,Emily.Brown@gmail.com,Female,21,Chicago,NC,100.41,2023-12-31,Clothing,2
302,Linda,Miller,Emily.Smith@gmail.com,Female,34,New York,NY,432.26,2023-12-30,Sports,4
303,John,Jones,Emily.Williams@gmail.com,Male,31,Houston,PA,289.78,2023-05-20,Home & Kitchen,3
304,David,Garcia,David.Brown@gmail.com,Male,31,Dallas,MI,262.09,2023-07-09,Electronics,3
305,Michael,Miller,Sarah.Jones@gmail.com,Female,30,New York,NC,491.49,2023-04-04,Books,5
306,John,Martinez,Sarah.Smith@gmail.com,Female,24,Los Angeles,FL,383.17,2023-08-17,Toys & Games,5
307,Sarah,Jones,Michael.Johnson@gmail.com,Male,61,Dallas,OH,103.1,2023-03-04,Clothing,1
308,David,Martinez,Emily.Johnson@gmail.com,Female,32,Los Angeles,IL,390.44,2023-12-06,Books,5
309,James,Lopez,David.Jones@gmail.com,Female,36,Chicago,TX,92.86,2023-01-25,Home & Kitchen,3
310,John,Brown,David.Smith@gmail.com,Male,60,San Antonio,FL,62.36,2023-09-25,Electronics,5
311,Michael,Hernandez,Sarah.Williams@gmail.com,Female,64,Chicago,CA,231.63,2023-10-08,Home & Kitchen,1
312,Emily,Johnson,Emily.Brown@gmail.com,Male,61,Dallas,NY,497.11,2023-01-11,Home & Kitchen,4
313,Robert,Martinez,Michael.Smith@gmail.com,Male,52,Philadelphia,OH,128.7,2023-11-16,Sports,5
314,Sophia,Johnson,Emily.Johnson@gmail.com,Female,34,Chicago,NY,352.69,2023-07-20,Books,3
315,Anna,Williams,John.Jones@gmail.com,Male,52,Dallas,NY,128.03,2023-05-06,Sports,4
316,Sophia,Martinez,Emily.Jones@gmail.com,Female,36,New York,FL,376.15,2023-11-02,Home & Kitchen,3
317,Michael,Brown,John.Brown@gmail.com,Male,37,Austin,MI,277.41,2023-07-09,Electronics,4
318,Linda,Johnson,John.Jones@gmail.com,Female,53,Chicago,MI,355.99,2023-03-30,Clothing,3
319,Linda,Miller,Michael.Jones@gmail.com,Female,52,New York,IL,141.29,2023-12-21,Clothing,5
320,Emily,Martinez,Sarah.Smith@gmail.com,Female,49,Los Angeles,NC,385.53,2023-04-26,Books,5
321,Anna,Smith,Emily.Williams@gmail.com,Male,65,San Diego,NY,498.03,2023-12-18,Toys & Games,1
322,James,Hernandez,John.Brown@gmail.com,Male,61,San Antonio,AZ,349.54,2023-06-26,Toys & Games,4
323,Emily,Brown,Emily.Smith@gmail.com,Female,57,Los Angeles,MI,272.07,2023-01-14,Clothing,1
324,Sophia,Johnson,Sarah.Williams@gmail.com,Male,41,Los Angeles,PA,465.43,2023-09-14,Home & Kitchen,2
325,Emily,Brown,Sarah.Smith@gmail.com,Female,34,Dallas,OH,57.13,2023-07-28,Home & Kitchen,5
326,Sophia,Jones,David.Smith@gmail.com,Female,24,Philadelphia,AZ,378.47,2023-10-08,Sports,4
327,John,Hernandez,Sarah.Jones@gmail.com,Male,60,Phoenix,FL,449.94,2023-11-24,Books,1
328,Linda,Miller,Michael.Williams@gmail.com,Female,67,Austin,FL,77.75,2023-11-21,Sports,1
329,John,Martinez,John.Brown@gmail.com,Male,18,Philadelphia,IL,252.53,2023-04-15,Toys & Games,2
330,Robert,Martinez,David.Brown@gmail.com,Female,52,Dallas,IL,142.12,2023-05-27,Clothing,1
331,Anna,Martinez,Michael.Williams@gmail.com,Male,49,San Antonio,NC,304.93,2023-10-06,Home & Kitchen,3
332,James,Hernandez,Emily.Jones@gmail.com,Female,53,Austin,PA,342.29,2023-01-09,Clothing,5
333,Sophia,Smith,John.Johnson@gmail.com,Female,30,Austin,OH,186.18,2023-04-28,Electronics,1
334,James,Williams,Sarah.Smith@gmail.com,Male,23,Dallas,PA,256.99,2023-04-04,Clothing,1
335,Sophia,Garcia,John.Jones@gmail.com,Female,31,Houston,CA,175.7,2023-05-24,Electronics,2
336,Michael,Lopez,Emily.Williams@gmail.com,Female,54,Los Angeles,IL,216.23,2023-10-16,Sports,3
337,Emily,Johnson,David.Smith@gmail.com,Male,65,San Diego,NC,121.79,2023-01-14,Sports,1
338,Robert,Smith,David.Brown@gmail.com,Female,32,Houston,TX,448.5,2023-09-14,Toys & Games,5
339,Linda,Miller,David.Johnson@gmail.com,Male,64,Dallas,NY,54.5,2023-12-12,Clothing,5
340,Sophia,Johnson,Sarah.Brown@gmail.com,Female,21,Houston,NY,447.08,2023-07-05,Clothing,1
341,James,Martinez,Michael.Williams@gmail.com,Male,57,San Diego,TX,307.26,2023-12-11,Electronics,3
342,Robert,Brown,Michael.Smith@gmail.com,Female,33,Dallas,MI,199.25,2023-07-26,Sports,5
343,Sarah,Miller,John.Williams@gmail.com,Female,45,Dallas,PA,375.38,2023-12-12,Electronics,5
344,Sarah,Johnson,Sarah.Smith@gmail.com,Female,33,Austin,TX,278.49,2023-06-21,Sports,3
345,John,Martinez,David.Jones@gmail.com,Male,21,Houston,NC,274.6,2023-09-27,Electronics,3
346,Linda,Johnson,David.Johnson@gmail.com,Male,62,New York,OH,99.56,2023-08-09,Sports,1
347,Michael,Brown,Emily.Jones@gmail.com,Male,43,Chicago,TX,225.28,2023-06-01,Electronics,4
348,James,Martinez,Emily.Jones@gmail.com,Male,45,Dallas,NC,158.48,2023-04-21,Sports,2
349,Emily,Williams,David.Williams@gmail.com,Female,49,Houston,IL,57.06,2023-07-02,Books,4
350,Emily,Smith,David.Johnson@gmail.com,Female,62,Phoenix,AZ,212.04,2023-12-05,Electronics,4
351,James,Jones,Sarah.Smith@gmail.com,Male,19,San Antonio,FL,90.42,2023-03-13,Clothing,5
352,Anna,Lopez,Michael.Smith@gmail.com,Male,48,Phoenix,FL,165.57,2023-10-10,Toys & Games,3
353,Michael,Hernandez,Emily.Brown@gmail.com,Male,20,Houston,CA,91.63,2023-03-15,Books,5
354,Robert,Lopez,Michael.Smith@gmail.com,Female,25,Los Angeles,PA,95.42,2023-12-21,Books,2
355,Sophia,Miller,Sarah.Williams@gmail.com,Male,41,Los Angeles,OH,139.56,2023-08-03,Electronics,1
356,Anna,Lopez,David.Jones@gmail.com,Male,32,Houston,AZ,499.93,2023-11-24,Toys & Games,2
357,Sophia,Martinez,Michael.Jones@gmail.com,Female,60,Austin,AZ,50.98,2023-01-23,Clothing,5
358,Sophia,Williams,David.Jones@gmail.com,Female,48,Austin,IL,337.4,2023-03-09,Books,5
359,Anna,Jones,David.Johnson@gmail.com,Male,26,Dallas,TX,113.56,2023-12-28,Clothing,5
360,John,Smith,John.Smith@gmail.com,Female,56,San Diego,PA,464.28,2023-04-03,Sports,5
361,Sarah,Smith,Michael.Williams@gmail.com,Male,62,Chicago,NY,92.13,2023-11-17,Toys & Games,4
362,Sophia,Brown,Michael.Johnson@gmail.com,Female,19,Dallas,AZ,479.78,2023-11-20,Home & Kitchen,1
363,Anna,Hernandez,David.Brown@gmail.com,Male,25,Phoenix,NC,324.92,2023-03-04,Sports,4
364,Anna,Johnson,Sarah.Williams@gmail.com,Male,24,Chicago,NY,50.57,2023-08-12,Toys & Games,5
365,David,Williams,John.Williams@gmail.com,Male,61,Phoenix,CA,452.3,2023-08-13,Electronics,3
366,John,Johnson,David.Williams@gmail.com,Male,68,Austin,TX,284.77,2023-12-12,Electronics,4
367,Linda,Jones,Emily.Jones@gmail.com,Female,56,Houston,TX,168.2,2023-12-03,Clothing,5
368,David,Lopez,Emily.Williams@gmail.com,Female,59,San Diego,OH,395.28,2023-04-13,Books,5
369,David,Smith,John.Smith@gmail.com,Female,33,Phoenix,AZ,467.0,2023-08-03,Home & Kitchen,1
370,James,Jones,Sarah.Williams@gmail.com,Female,52,Austin,IL,267.66,2023-07-11,Electronics,2
371,Sarah,Lopez,David.Jones@gmail.com,Male,47,San Diego,MI,192.0,2023-06-09,Toys & Games,4
372,Anna,Smith,Michael.Williams@gmail.com,Male,27,Dallas,MI,405.03,2023-07-26,Books,4
373,Sarah,Lopez,John.Brown@gmail.com,Female,55,Houston,FL,356.8,2023-09-26,Books,4
374,Michael,Hernandez,Sarah.Brown@gmail.com,Female,35,San Antonio,NC,449.94,2023-07-13,Toys & Games,5
375,James,Williams,Michael.Jones@gmail.com,Female,67,Los Angeles,NY,361.63,2023-06-01,Books,1
376,Linda,Miller,Emily.Smith@gmail.com,Female,22,Philadelphia,CA,159.59,2023-08-25,Electronics,5
377,Sarah,Jones,Emily.Smith@gmail.com,Female,46,San Diego,FL,469.25,2023-03-29,Toys & Games,5
378,Emily,Jones,Michael.Johnson@gmail.com,Male,56,San Antonio,TX,97.18,2023-01-11,Toys & Games,3
379,Sophia,Garcia,John.Jones@gmail.com,Male,51,San Antonio,NY,170.57,2023-07-06,Clothing,1
380,Michael,Martinez,Emily.Williams@gmail.com,Male,60,San Diego,PA,284.09,2023-08-02,Home & Kitchen,4
381,John,Hernandez,David.Jones@gmail.com,Female,62,San Antonio,AZ,304.58,2023-01-15,Clothing,2
382,Linda,Hernandez,Michael.Johnson@gmail.com,Female,40,Phoenix,CA,56.89,2023-09-23,Home & Kitchen,4
383,Michael,Johnson,Michael.Jones@gmail.com,Female,22,San Antonio,PA,401.26,2023-10-24,Toys & Games,5
384,Sophia,Lopez,Emily.Jones@gmail.com,Female,47,Austin,IL,212.72,2023-03-14,Books,1
385,James,Martinez,John.Johnson@gmail.com,Male,23,Chicago,AZ,232.89,2023-02-21,Home & Kitchen,1
386,Sophia,Williams,David.Smith@gmail.com,Male,63,Phoenix,NY,414.22,2023-05-08,Toys & Games,1
387,David,Williams,John.Williams@gmail.com,Female,61,San Antonio,AZ,220.68,2023-01-28,Toys & Games,3
388,Sophia,Hernandez,Sarah.Johnson@gmail.com,Male,21,Dallas,FL,71.25,2023-03-06,Clothing,4
389,David,Williams,Sarah.Brown@gmail.com,Male,46,Los Angeles,OH,129.4,2023-01-17,Clothing,3
390,James,Garcia,Emily.Smith@gmail.com,Female,40,Houston,FL,480.16,2023-12-17,Books,2
391,Robert,Jones,Emily.Brown@gmail.com,Female,23,San Antonio,IL,81.68,2023-05-18,Sports,5
392,David,Brown,Emily.Smith@gmail.com,Female,49,New York,NC,209.72,2023-11-15,Electronics,3
393,John,Miller,Sarah.Williams@gmail.com,Female,59,Los Angeles,PA,276.43,2023-08-17,Sports,3
394,Sophia,Johnson,John.Williams@gmail.com,Female,35,Dallas,FL,271.98,2023-09-11,Sports,5
395,Sophia,Lopez,John.Jones@gmail.com,Female,32,Austin,OH,51.78,2023-07-29,Books,1
396,John,Miller,Emily.Brown@gmail.com,Male,57,San Antonio,NC,275.52,2023-10-21,Home & Kitchen,5
397,Emily,Lopez,David.Smith@gmail.com,Male,49,Austin,FL,222.7,2023-08-19,Books,4
398,Anna,Smith,John.Williams@gmail.com,Female,26,San Antonio,TX,487.44,2023-08-29,Books,5
399,Robert,Miller,Sarah.Johnson@gmail.com,Male,54,Philadelphia,OH,121.62,2023-03-11,Toys & Games,1
400,Linda,Brown,Michael.Williams@gmail.com,Female,27,Chicago,PA,209.37,2023-04-14,Toys & Games,5
401,David,Hernandez,Michael.Johnson@gmail.com,Female,37,Austin,CA,238.77,2023-07-23,Toys & Games,3
402,John,Garcia,Michael.Smith@gmail.com,Female,23,Chicago,MI,225.81,2023-02-22,Electronics,2
403,James,Jones,David.Williams@gmail.com,Female,65,Los Angeles,NC,349.62,2023-11-26,Home & Kitchen,3
404,David,Jones,Emily.Williams@gmail.com,Male,20,Philadelphia,TX,146.98,2023-02-23,Home & Kitchen,2
405,Anna,Garcia,Sarah.Smith@gmail.com,Female,59,Houston,CA,149.48,2023-10-03,Toys & Games,5
406,James,Martinez,David.Williams@gmail.com,Male,28,Phoenix,NY,378.14,2023-12-01,Sports,4
407,Michael,Smith,Sarah.Johnson@gmail.com,Female,60,Chicago,OH,275.13,2023-01-31,Electronics,5
408,Sophia,Lopez,Sarah.Williams@gmail.com,Female,34,Philadelphia,TX,236.82,2023-05-15,Sports,1
409,Michael,Brown,Emily.Brown@gmail.com,Female,49,Chicago,AZ,126.14,2023-02-27,Clothing,5
410,David,Williams,Michael.Jones@gmail.com,Male,21,San Diego,NY,134.39,2023-04-15,Home & Kitchen,2
411,Anna,Miller,Emily.Johnson@gmail.com,Female,21,Dallas,NY,54.75,2023-09-23,Home & Kitchen,3
412,Robert,Smith,David.Brown@gmail.com,Female,34,Houston,NC,91.14,2023-01-10,Sports,4
413,David,Miller,David.Smith@gmail.com,Female,58,Dallas,OH,300.58,2023-09-10,Electronics,5
414,John,Brown,David.Johnson@gmail.com,Male,36,San Antonio,TX,451.34,2023-10-22,Home & Kitchen,5
415,Sarah,Johnson,Emily.Jones@gmail.com,Male,22,Chicago,IL,179.22,2023-06-05,Sports,3
416,David,Johnson,Sarah.Jones@gmail.com,Male,49,San Antonio,TX,197.49,2023-06-07,Books,4
417,Sophia,Smith,Sarah.Smith@gmail.com,Female,39,New York,FL,102.02,2023-02-06,Books,5
418,Sophia,Hernandez,John.Smith@gmail.com,Male,23,Chicago,NY,224.88,2023-04-29,Electronics,5
419,David,Brown,David.Johnson@gmail.com,Female,52,Philadelphia,PA,66.75,2023-03-08,Sports,2
420,James,Brown,Sarah.Williams@gmail.com,Male,39,Houston,NY,462.92,2023-08-30,Books,2
421,Sarah,Garcia,John.Smith@gmail.com,Male,18,San Antonio,NY,352.9,2023-10-26,Electronics,1
422,John,Hernandez,Sarah.Williams@gmail.com,Female,37,Chicago,MI,495.84,2023-08-01,Toys & Games,3
423,David,Lopez,David.Brown@gmail.com,Male,39,New York,AZ,447.27,2023-11-04,Electronics,4
424,James,Lopez,Michael.Jones@gmail.com,Female,65,Dallas,IL,262.85,2023-04-11,Clothing,5
425,Sophia,Williams,David.Williams@gmail.com,Female,28,Philadelphia,CA,283.86,2023-02-25,Toys & Games,5
426,Sophia,Jones,Emily.Jones@gmail.com,Male,30,San Diego,CA,135.76,2023-11-28,Sports,1
427,Anna,Johnson,Sarah.Williams@gmail.com,Female,59,Chicago,AZ,257.92,2023-11-20,Toys & Games,5
428,David,Lopez,Sarah.Brown@gmail.com,Female,20,San Diego,NY,456.36,2023-08-27,Toys & Games,3
429,Sarah,Hernandez,Emily.Smith@gmail.com,Male,26,Los Angeles,CA,72.88,2023-08-19,Sports,1
430,Emily,Brown,Emily.Brown@gmail.com,Male,29,Houston,OH,438.6,2023-12-28,Sports,3
431,Sarah,Lopez,Michael.Smith@gmail.com,Female,40,Chicago,IL,203.43,2023-04-02,Books,1
432,Sophia,Brown,Sarah.Smith@gmail.com,Male,31,Austin,CA,454.78,2023-10-06,Clothing,5
433,Sophia,Lopez,Sarah.Jones@gmail.com,Female,50,New York,AZ,473.4,2023-04-19,Sports,1
434,Michael,Johnson,Michael.Brown@gmail.com,Female,35,San Antonio,FL,351.89,2023-11-13,Home & Kitchen,2
435,Sophia,Miller,John.Williams@gmail.com,Male,66,Austin,CA,348.99,2023-06-17,Home & Kitchen,4
436,John,Lopez,Michael.Brown@gmail.com,Male,58,Los Angeles,IL,253.74,2023-10-27,Clothing,5
437,Linda,Hernandez,David.Jones@gmail.com,Male,26,Houston,NC,425.99,2023-08-06,Electronics,4
438,David,Lopez,Sarah.Smith@gmail.com,Male,40,Dallas,NC,482.73,2023-08-10,Electronics,5
439,Sarah,Jones,Emily.Jones@gmail.com,Female,27,Philadelphia,OH,398.79,2023-06-10,Home & Kitchen,4
440,Linda,Johnson,David.Johnson@gmail.com,Female,36,San Diego,TX,329.87,2023-01-16,Sports,2
441,James,Hernandez,Sarah.Johnson@gmail.com,Male,64,Los Angeles,TX,323.06,2023-10-05,Clothing,4
442,Emily,Garcia,Michael.Williams@gmail.com,Male,22,San Antonio,CA,432.26,2023-02-26,Electronics,1
443,John,Hernandez,David.Jones@gmail.com,Female,64,Philadelphia,PA,293.54,2023-03-03,Electronics,4
444,Sarah,Jones,Sarah.Williams@gmail.com,Female,69,Dallas,FL,411.74,2023-12-29,Toys & Games,5
445,Linda,Miller,John.Williams@gmail.com,Female,40,San Antonio,AZ,279.0,2023-11-23,Home & Kitchen,3
446,Emily,Johnson,John.Johnson@gmail.com,Female,47,New York,FL,78.1,2023-08-30,Sports,4
447,Michael,Garcia,Emily.Williams@gmail.com,Male,42,San Diego,NC,222.78,2023-03-31,Clothing,4
448,John,Jones,Sarah.Johnson@gmail.com,Female,45,Austin,CA,250.0,2023-03-13,Electronics,4
449,John,Jones,John.Smith@gmail.com,Female,51,Chicago,IL,113.73,2023-11-22,Toys & Games,5
450,Michael,Smith,Michael.Jones@gmail.com,Male,62,Los Angeles,AZ,96.12,2023-01-30,Home & Kitchen,4
451,David,Johnson,Sarah.Williams@gmail.com,Female,65,Chicago,FL,290.96,2023-12-25,Home & Kitchen,5
452,Michael,Hernandez,Michael.Johnson@gmail.com,Female,64,Philadelphia,IL,88.31,2023-10-15,Clothing,5
453,John,Brown,Michael.Brown@gmail.com,Male,42,Chicago,AZ,186.33,2023-03-27,Electronics,3
454,John,Miller,John.Williams@gmail.com,Male,27,Austin,FL,385.07,2023-08-22,Clothing,1
455,Linda,Brown,Sarah.Smith@gmail.com,Male,31,Phoenix,OH,483.99,2023-08-23,Clothing,5
456,Sophia,Hernandez,David.Smith@gmail.com,Female,59,Philadelphia,NC,373.04,2023-11-09,Books,2
457,Emily,Hernandez,John.Brown@gmail.com,Female,63,San Diego,NY,496.68,2023-12-31,Toys & Games,4
458,Michael,Johnson,John.Johnson@gmail.com,Male,47,San Antonio,AZ,364.25,2023-09-22,Home & Kitchen,2
459,Emily,Hernandez,Sarah.Williams@gmail.com,Male,58,San Diego,NC,182.21,2023-10-14,Books,4
460,Michael,Smith,Sarah.Johnson@gmail.com,Female,42,Chicago,MI,352.42,2023-11-23,Sports,3
461,James,Garcia,Michael.Smith@gmail.com,Male,31,Houston,PA,365.97,2023-09-26,Home & Kitchen,5
462,John,Hernandez,Sarah.Johnson@gmail.com,Male,52,Philadelphia,CA,217.28,2023-07-05,Home & Kitchen,1
463,Sophia,Brown,Michael.Smith@gmail.com,Male,69,San Antonio,MI,57.97,2023-05-11,Toys & Games,5
464,Linda,Hernandez,John.Johnson@gmail.com,Female,65,Dallas,IL,366.44,2023-10-18,Sports,4
465,Sophia,Smith,Emily.Brown@gmail.com,Female,51,New York,AZ,59.77,2023-10-04,Electronics,1
466,Sophia,Lopez,David.Jones@gmail.com,Female,27,San Diego,CA,334.03,2023-11-16,Sports,5
467,Sophia,Lopez,John.Brown@gmail.com,Female,52,San Diego,CA,123.63,2023-12-17,Electronics,1
468,Emily,Jones,Sarah.Brown@gmail.com,Female,28,Philadelphia,MI,304.52,2023-06-29,Sports,4
469,Michael,Miller,David.Jones@gmail.com,Female,28,Houston,MI,276.76,2023-10-17,Clothing,3
470,Robert,Williams,Emily.Jones@gmail.com,Male,38,Chicago,NY,56.08,2023-06-12,Sports,3
471,James,Garcia,Emily.Williams@gmail.com,Female,38,Chicago,FL,213.29,2023-09-28,Books,5
472,Sarah,Martinez,Michael.Williams@gmail.com,Female,39,Philadelphia,AZ,320.49,2023-04-06,Books,2
473,Sophia,Jones,David.Brown@gmail.com,Male,62,San Diego,NC,431.87,2023-09-19,Toys & Games,4
474,David,Miller,Michael.Brown@gmail.com,Female,24,San Antonio,TX,449.89,2023-12-31,Electronics,5
475,Emily,Lopez,John.Smith@gmail.com,Female,34,New York,AZ,267.73,2023-12-19,Home & Kitchen,5
476,Linda,Brown,David.Smith@gmail.com,Male,19,Philadelphia,AZ,377.79,2023-10-15,Toys & Games,3
477,Sarah,Martinez,John.Williams@gmail.com,Male,29,San Antonio,AZ,192.4,2023-03-24,Books,1
478,Robert,Miller,Michael.Williams@gmail.com,Male,59,San Antonio,CA,203.98,2023-08-13,Books,4
479,David,Miller,David.Smith@gmail.com,Female,35,Dallas,IL,137.51,2023-08-11,Electronics,1
480,Robert,Jones,Michael.Smith@gmail.com,Male,28,Austin,CA,302.88,2023-04-28,Books,4
481,Sarah,Martinez,David.Johnson@gmail.com,Female,33,Phoenix,IL,191.55,2023-07-11,Books,2
482,Sophia,Johnson,Michael.Johnson@gmail.com,Female,66,New York,MI,87.97,2023-03-20,Electronics,3
483,David,Williams,Emily.Smith@gmail.com,Female,68,Los Angeles,TX,358.25,2023-03-19,Books,2
484,Robert,Johnson,Michael.Johnson@gmail.com,Female,35,Houston,CA,368.49,2023-05-27,Home & Kitchen,5
485,Linda,Martinez,Emily.Jones@gmail.com,Male,52,Phoenix,IL,212.0,2023-04-17,Clothing,3
486,Michael,Johnson,Michael.Williams@gmail.com,Male,43,Dallas,CA,84.53,2023-09-28,Toys & Games,5
487,John,Smith,David.Williams@gmail.com,Female,33,New York,PA,241.83,2023-09-01,Home & Kitchen,2
488,Michael,Lopez,David.Smith@gmail.com,Male,23,Chicago,CA,249.05,2023-03-14,Home & Kitchen,4
489,Sarah,Smith,David.Brown@gmail.com,Female,61,Phoenix,TX,350.9,2023-12-23,Clothing,5
490,Emily,Hernandez,Sarah.Smith@gmail.com,Female,60,Chicago,TX,191.94,2023-12-20,Toys & Games,1
491,John,Johnson,John.Johnson@gmail.com,Female,64,Houston,IL,357.17,2023-01-26,Home & Kitchen,4
492,James,Hernandez,David.Brown@gmail.com,Male,64,Chicago,IL,442.17,2023-07-29,Books,4
493,Linda,Brown,Emily.Johnson@gmail.com,Female,65,Houston,MI,156.87,2023-04-02,Clothing,2
494,James,Garcia,David.Jones@gmail.com,Female,59,New York,TX,490.51,2023-05-05,Toys & Games,2
495,David,Brown,Sarah.Johnson@gmail.com,Male,29,San Diego,TX,223.87,2023-03-14,Sports,3
496,John,Martinez,Emily.Jones@gmail.com,Male,30,Houston,NY,170.27,2023-05-03,Electronics,3
497,James,Miller,Sarah.Jones@gmail.com,Male,21,San Antonio,AZ,239.68,2023-11-05,Books,1
498,James,Lopez,Emily.Johnson@gmail.com,Male,56,Los Angeles,OH,92.48,2023-07-03,Clothing,4
